IP:PORT, LOSS, DELAY
188.114.99.23:4177,0.00%,230 ms
188.114.98.247:5279,0.00%,230 ms
188.114.99.70:1843,0.00%,230 ms
188.114.99.91:1843,0.00%,231 ms
188.114.99.125:988,0.00%,231 ms
188.114.97.167:7152,0.00%,231 ms
188.114.97.235:1002,0.00%,231 ms
188.114.96.251:8886,0.00%,231 ms
188.114.96.111:1070,0.00%,231 ms
188.114.96.98:8854,0.00%,231 ms
188.114.99.185:939,0.00%,231 ms
188.114.96.84:8854,0.00%,231 ms
188.114.98.51:955,0.00%,231 ms
188.114.96.44:8854,0.00%,231 ms
188.114.96.131:1070,0.00%,231 ms
188.114.96.45:8854,0.00%,231 ms
188.114.97.181:1002,0.00%,231 ms
188.114.99.170:939,0.00%,231 ms
188.114.96.240:8886,0.00%,231 ms
188.114.97.177:7152,0.00%,231 ms
188.114.96.37:4233,0.00%,231 ms
188.114.96.144:3854,0.00%,231 ms
188.114.99.248:878,0.00%,231 ms
188.114.99.112:988,0.00%,231 ms
188.114.97.233:7152,0.00%,231 ms
188.114.96.55:500,0.00%,231 ms
188.114.99.202:890,0.00%,231 ms
188.114.99.101:988,0.00%,231 ms
188.114.99.240:890,0.00%,231 ms
188.114.98.24:4500,0.00%,231 ms
188.114.96.102:8854,0.00%,231 ms
188.114.99.142:939,0.00%,231 ms
188.114.97.28:8319,0.00%,231 ms
188.114.96.62:500,0.00%,231 ms
188.114.97.214:7152,0.00%,231 ms
188.114.98.237:5279,0.00%,231 ms
188.114.98.38:4500,0.00%,231 ms
188.114.97.234:7152,0.00%,231 ms
188.114.96.195:3854,0.00%,231 ms
188.114.97.81:1018,0.00%,231 ms
188.114.96.61:8854,0.00%,231 ms
188.114.96.155:3854,0.00%,231 ms
188.114.97.31:8886,0.00%,231 ms
188.114.96.16:1701,0.00%,231 ms
188.114.98.228:4198,0.00%,231 ms
188.114.99.234:878,0.00%,231 ms
188.114.96.12:1701,0.00%,231 ms
188.114.99.229:878,0.00%,231 ms
188.114.99.57:1843,0.00%,231 ms
188.114.99.165:988,0.00%,231 ms
188.114.99.3:5279,0.00%,231 ms
188.114.96.74:8854,0.00%,231 ms
188.114.96.93:500,0.00%,231 ms
188.114.97.152:1002,0.00%,231 ms
188.114.99.116:988,0.00%,231 ms
188.114.99.212:890,0.00%,231 ms
188.114.96.126:3854,0.00%,231 ms
188.114.97.25:8319,0.00%,232 ms
188.114.99.29:4177,0.00%,232 ms
188.114.97.32:8319,0.00%,232 ms
188.114.97.115:1018,0.00%,232 ms
188.114.96.193:1070,0.00%,232 ms
188.114.97.161:1002,0.00%,232 ms
188.114.99.31:1843,0.00%,232 ms
188.114.97.207:7152,0.00%,232 ms
188.114.96.188:1070,0.00%,232 ms
188.114.99.62:1843,0.00%,232 ms
188.114.99.178:988,0.00%,232 ms
188.114.96.54:8854,0.00%,232 ms
188.114.96.9:4233,0.00%,232 ms
188.114.97.214:1002,0.00%,232 ms
188.114.99.148:988,0.00%,232 ms
188.114.97.44:939,0.00%,232 ms
188.114.97.178:1002,0.00%,232 ms
188.114.97.18:8886,0.00%,232 ms
188.114.96.178:3854,0.00%,232 ms
188.114.98.98:955,0.00%,232 ms
188.114.99.2:4198,0.00%,232 ms
188.114.98.31:4500,0.00%,232 ms
188.114.96.13:1701,0.00%,232 ms
188.114.97.198:7152,0.00%,232 ms
188.114.98.84:955,0.00%,232 ms
188.114.96.42:500,0.00%,232 ms
188.114.97.43:8319,0.00%,232 ms
188.114.98.74:955,0.00%,232 ms
188.114.98.199:5279,0.00%,232 ms
188.114.97.223:7152,0.00%,232 ms
188.114.96.6:1701,0.00%,232 ms
188.114.99.176:939,0.00%,232 ms
188.114.99.83:1843,0.00%,232 ms
188.114.98.176:955,0.00%,232 ms
188.114.98.118:955,0.00%,232 ms
188.114.99.112:939,0.00%,232 ms
188.114.98.9:4500,0.00%,232 ms
188.114.96.186:1070,0.00%,232 ms
188.114.99.192:878,0.00%,232 ms
188.114.98.5:955,0.00%,232 ms
188.114.99.238:878,0.00%,232 ms
188.114.97.213:7152,0.00%,232 ms
188.114.99.81:1843,0.00%,232 ms
188.114.98.9:955,0.00%,232 ms
188.114.97.109:939,0.00%,232 ms
188.114.98.74:4500,0.00%,232 ms
188.114.99.200:890,0.00%,232 ms
188.114.97.212:7152,0.00%,232 ms
188.114.97.80:1018,0.00%,232 ms
188.114.99.50:1843,0.00%,232 ms
188.114.96.97:500,0.00%,232 ms
188.114.97.254:955,0.00%,232 ms
188.114.99.83:4177,0.00%,232 ms
188.114.96.92:500,0.00%,232 ms
188.114.96.19:1701,0.00%,233 ms
188.114.96.215:8319,0.00%,233 ms
188.114.96.223:8886,0.00%,233 ms
188.114.98.118:7281,0.00%,233 ms
188.114.99.205:890,0.00%,233 ms
188.114.97.134:7152,0.00%,233 ms
188.114.96.180:1070,0.00%,233 ms
188.114.96.66:500,0.00%,233 ms
188.114.96.245:8319,0.00%,233 ms
188.114.99.170:988,0.00%,233 ms
188.114.96.184:3854,0.00%,233 ms
188.114.96.56:8854,0.00%,233 ms
188.114.96.68:8854,0.00%,233 ms
188.114.96.200:3854,0.00%,233 ms
188.114.97.70:939,0.00%,233 ms
188.114.98.128:955,0.00%,233 ms
188.114.99.100:939,0.00%,233 ms
188.114.97.136:1002,0.00%,233 ms
188.114.98.203:5279,0.00%,233 ms
188.114.99.224:878,0.00%,233 ms
188.114.97.187:7152,0.00%,233 ms
188.114.97.29:8886,0.00%,233 ms
188.114.97.122:1018,0.00%,233 ms
188.114.97.19:8319,0.00%,233 ms
188.114.97.197:7152,0.00%,233 ms
188.114.97.10:8886,0.00%,233 ms
188.114.98.117:955,0.00%,233 ms
188.114.99.132:988,0.00%,233 ms
188.114.97.76:1018,0.00%,233 ms
188.114.96.35:4233,0.00%,233 ms
188.114.99.162:939,0.00%,233 ms
188.114.98.125:955,0.00%,233 ms
188.114.98.120:955,0.00%,233 ms
188.114.98.177:955,0.00%,233 ms
188.114.98.124:7281,0.00%,233 ms
188.114.96.51:500,0.00%,233 ms
188.114.98.38:955,0.00%,233 ms
188.114.96.121:3854,0.00%,233 ms
188.114.96.103:500,0.00%,233 ms
188.114.96.189:3854,0.00%,233 ms
188.114.96.170:1070,0.00%,233 ms
188.114.99.58:4177,0.00%,233 ms
188.114.99.92:1843,0.00%,233 ms
188.114.99.188:890,0.00%,233 ms
188.114.96.180:3854,0.00%,233 ms
188.114.97.254:4500,0.00%,233 ms
188.114.96.141:3854,0.00%,233 ms
188.114.98.22:4500,0.00%,233 ms
188.114.97.39:8319,0.00%,233 ms
188.114.99.184:988,0.00%,233 ms
188.114.99.247:890,0.00%,233 ms
188.114.96.166:3854,0.00%,233 ms
188.114.99.122:988,0.00%,233 ms
188.114.99.197:890,0.00%,233 ms
188.114.97.55:939,0.00%,233 ms
188.114.96.146:3854,0.00%,233 ms
188.114.98.239:4198,0.00%,233 ms
188.114.99.162:988,0.00%,234 ms
188.114.98.222:4198,0.00%,234 ms
188.114.99.214:878,0.00%,234 ms
188.114.99.238:890,0.00%,234 ms
188.114.97.26:8886,0.00%,234 ms
188.114.98.150:7281,0.00%,234 ms
188.114.98.215:4198,0.00%,234 ms
188.114.96.22:1701,0.00%,234 ms
188.114.99.177:988,0.00%,234 ms
188.114.97.120:1018,0.00%,234 ms
188.114.96.28:4233,0.00%,234 ms
188.114.98.105:955,0.00%,234 ms
188.114.97.53:939,0.00%,234 ms
188.114.99.98:939,0.00%,234 ms
188.114.99.141:939,0.00%,234 ms
188.114.97.50:1018,0.00%,234 ms
188.114.99.29:1843,0.00%,234 ms
188.114.99.201:878,0.00%,234 ms
188.114.99.56:4177,0.00%,234 ms
188.114.97.88:1018,0.00%,234 ms
188.114.97.131:939,0.00%,234 ms
188.114.97.235:7152,0.00%,234 ms
188.114.99.213:890,0.00%,234 ms
188.114.96.230:8319,0.00%,234 ms
188.114.96.228:8886,0.00%,234 ms
188.114.96.81:500,0.00%,234 ms
188.114.99.46:1843,0.00%,234 ms
188.114.98.235:5279,0.00%,234 ms
188.114.99.137:988,0.00%,234 ms
188.114.97.151:1002,0.00%,234 ms
188.114.97.79:939,0.00%,234 ms
188.114.97.84:1018,0.00%,234 ms
188.114.97.112:939,0.00%,234 ms
188.114.97.188:7152,0.00%,234 ms
188.114.98.21:955,0.00%,234 ms
188.114.97.138:7152,0.00%,234 ms
188.114.97.105:939,0.00%,234 ms
188.114.96.196:3854,0.00%,234 ms
188.114.99.124:939,0.00%,234 ms
188.114.98.45:955,0.00%,234 ms
188.114.97.116:939,0.00%,234 ms
188.114.96.152:3854,0.00%,234 ms
188.114.97.66:1018,0.00%,234 ms
188.114.99.121:939,0.00%,234 ms
188.114.97.246:955,0.00%,234 ms
188.114.98.119:955,0.00%,234 ms
188.114.97.189:7152,0.00%,234 ms
188.114.96.144:1070,0.00%,234 ms
188.114.97.216:1002,0.00%,235 ms
188.114.97.3:8319,0.00%,235 ms
188.114.97.123:1018,0.00%,235 ms
188.114.96.87:500,0.00%,235 ms
188.114.99.151:988,0.00%,235 ms
188.114.97.204:1002,0.00%,235 ms
188.114.96.141:1070,0.00%,235 ms
188.114.99.60:4177,0.00%,235 ms
188.114.97.141:1002,0.00%,235 ms
188.114.96.113:3854,0.00%,235 ms
188.114.99.184:939,0.00%,235 ms
188.114.99.69:4177,0.00%,235 ms
188.114.96.29:1701,0.00%,235 ms
188.114.99.5:5279,0.00%,235 ms
188.114.97.128:939,0.00%,235 ms
188.114.96.240:8319,0.00%,235 ms
188.114.98.93:7281,0.00%,235 ms
188.114.97.148:1002,0.00%,235 ms
188.114.96.247:8886,0.00%,235 ms
188.114.97.24:8886,0.00%,235 ms
188.114.99.130:988,0.00%,235 ms
188.114.99.166:939,0.00%,235 ms
188.114.96.127:3854,0.00%,235 ms
188.114.99.52:4177,0.00%,235 ms
188.114.96.131:3854,0.00%,235 ms
188.114.98.41:955,0.00%,235 ms
188.114.97.147:7152,0.00%,235 ms
188.114.99.27:1843,0.00%,235 ms
188.114.99.88:1843,0.00%,235 ms
188.114.97.127:1018,0.00%,235 ms
188.114.96.227:8886,0.00%,235 ms
188.114.97.114:939,0.00%,235 ms
188.114.96.0:1701,0.00%,235 ms
188.114.99.22:1843,0.00%,235 ms
188.114.97.152:7152,0.00%,235 ms
188.114.96.70:8854,0.00%,235 ms
188.114.96.217:8886,0.00%,235 ms
188.114.96.206:8319,0.00%,235 ms
188.114.97.199:1002,0.00%,235 ms
188.114.96.47:8854,0.00%,235 ms
188.114.97.49:939,0.00%,235 ms
188.114.99.84:4177,0.00%,235 ms
188.114.97.121:1018,0.00%,235 ms
188.114.97.248:4500,0.00%,235 ms
188.114.97.72:939,0.00%,235 ms
188.114.97.45:1018,0.00%,235 ms
188.114.97.217:7152,0.00%,235 ms
188.114.97.210:1002,0.00%,235 ms
188.114.98.244:5279,0.00%,235 ms
188.114.99.241:890,0.00%,235 ms
188.114.97.41:8886,0.00%,236 ms
188.114.97.4:8319,0.00%,236 ms
188.114.96.66:8854,0.00%,236 ms
188.114.98.37:4500,0.00%,236 ms
188.114.97.133:939,0.00%,236 ms
188.114.98.67:955,0.00%,236 ms
188.114.96.149:3854,0.00%,236 ms
188.114.99.81:4177,0.00%,236 ms
188.114.99.67:1843,0.00%,236 ms
188.114.96.162:1070,0.00%,236 ms
188.114.99.252:878,0.00%,236 ms
188.114.99.174:988,0.00%,236 ms
188.114.97.173:7152,0.00%,236 ms
188.114.97.91:1018,0.00%,236 ms
188.114.96.244:8886,0.00%,236 ms
188.114.99.110:939,0.00%,236 ms
188.114.97.213:1002,0.00%,236 ms
188.114.99.161:939,0.00%,236 ms
188.114.98.41:4500,0.00%,236 ms
188.114.98.130:7281,0.00%,236 ms
188.114.98.81:955,0.00%,236 ms
188.114.96.225:8319,0.00%,236 ms
188.114.97.72:1018,0.00%,236 ms
188.114.97.196:1002,0.00%,236 ms
188.114.97.95:1018,0.00%,236 ms
188.114.99.206:890,0.00%,236 ms
188.114.96.207:8886,0.00%,236 ms
188.114.98.167:955,0.00%,236 ms
188.114.96.99:500,0.00%,236 ms
188.114.98.201:4198,0.00%,236 ms
188.114.99.121:988,0.00%,236 ms
188.114.96.17:1701,0.00%,236 ms
188.114.97.7:8886,0.00%,236 ms
188.114.96.77:8854,0.00%,236 ms
188.114.97.29:8319,0.00%,236 ms
188.114.99.220:890,0.00%,236 ms
188.114.97.188:1002,0.00%,236 ms
188.114.96.58:500,0.00%,236 ms
188.114.97.60:1018,0.00%,236 ms
188.114.97.170:7152,0.00%,236 ms
188.114.96.164:1070,0.00%,236 ms
188.114.98.72:4500,0.00%,236 ms
188.114.97.141:7152,0.00%,236 ms
188.114.99.229:890,0.00%,236 ms
188.114.98.68:955,0.00%,236 ms
188.114.97.160:1002,0.00%,236 ms
188.114.98.17:955,0.00%,236 ms
188.114.98.40:4500,0.00%,236 ms
188.114.97.167:1002,0.00%,236 ms
188.114.96.11:4233,0.00%,236 ms
188.114.99.98:988,0.00%,236 ms
188.114.96.142:3854,0.00%,237 ms
188.114.98.21:4500,0.00%,237 ms
188.114.99.57:4177,0.00%,237 ms
188.114.96.245:8886,0.00%,237 ms
188.114.97.219:7152,0.00%,237 ms
188.114.97.191:1002,0.00%,237 ms
188.114.98.150:955,0.00%,237 ms
188.114.96.115:3854,0.00%,237 ms
188.114.97.154:1002,0.00%,237 ms
188.114.98.178:7281,0.00%,237 ms
188.114.97.246:4500,0.00%,237 ms
188.114.98.243:4198,0.00%,237 ms
188.114.98.197:4198,0.00%,237 ms
188.114.99.203:890,0.00%,237 ms
188.114.96.10:1701,0.00%,237 ms
188.114.97.35:8886,0.00%,237 ms
188.114.98.81:4500,0.00%,237 ms
188.114.97.196:7152,0.00%,237 ms
188.114.96.242:8319,0.00%,237 ms
188.114.99.211:878,0.00%,237 ms
188.114.98.67:4500,0.00%,237 ms
188.114.96.214:8886,0.00%,237 ms
188.114.99.78:4177,0.00%,237 ms
188.114.97.147:1002,0.00%,237 ms
188.114.97.122:939,0.00%,237 ms
188.114.97.18:8319,0.00%,237 ms
188.114.97.97:939,0.00%,237 ms
188.114.97.150:7152,0.00%,237 ms
188.114.96.231:8319,0.00%,237 ms
188.114.99.246:878,0.00%,237 ms
188.114.99.249:890,0.00%,237 ms
188.114.97.137:1002,0.00%,237 ms
188.114.97.207:1002,0.00%,237 ms
188.114.99.153:988,0.00%,237 ms
188.114.96.192:3854,0.00%,237 ms
188.114.96.133:1070,0.00%,237 ms
188.114.99.126:939,0.00%,237 ms
188.114.99.163:939,0.00%,237 ms
188.114.96.88:500,0.00%,237 ms
188.114.99.239:878,0.00%,237 ms
188.114.99.216:890,0.00%,237 ms
188.114.99.4:5279,0.00%,237 ms
188.114.98.119:7281,0.00%,237 ms
188.114.99.90:4177,0.00%,237 ms
188.114.99.196:878,0.00%,237 ms
188.114.99.149:939,0.00%,237 ms
188.114.98.172:955,0.00%,237 ms
188.114.97.101:1018,0.00%,237 ms
188.114.96.75:500,0.00%,238 ms
188.114.98.35:955,0.00%,238 ms
188.114.98.26:955,0.00%,238 ms
188.114.96.210:8319,0.00%,238 ms
188.114.96.128:3854,0.00%,238 ms
188.114.97.195:7152,0.00%,238 ms
188.114.96.229:8319,0.00%,238 ms
188.114.98.35:4500,0.00%,238 ms
188.114.98.217:4198,0.00%,238 ms
188.114.96.12:4233,0.00%,238 ms
188.114.99.91:4177,0.00%,238 ms
188.114.97.192:7152,0.00%,238 ms
188.114.97.73:939,0.00%,238 ms
188.114.96.94:500,0.00%,238 ms
188.114.97.58:939,0.00%,238 ms
188.114.97.37:8886,0.00%,238 ms
188.114.99.222:890,0.00%,238 ms
188.114.96.77:500,0.00%,238 ms
188.114.96.173:1070,0.00%,238 ms
188.114.98.59:955,0.00%,238 ms
188.114.97.202:7152,0.00%,238 ms
188.114.97.112:1018,0.00%,238 ms
188.114.97.6:8319,0.00%,238 ms
188.114.98.228:5279,0.00%,238 ms
188.114.97.206:1002,0.00%,238 ms
188.114.97.51:939,0.00%,238 ms
188.114.99.53:1843,0.00%,238 ms
188.114.96.246:8886,0.00%,238 ms
188.114.98.209:4198,0.00%,238 ms
188.114.96.217:8319,0.00%,238 ms
188.114.96.90:8854,0.00%,238 ms
188.114.99.127:988,0.00%,238 ms
188.114.96.53:500,0.00%,238 ms
188.114.98.158:955,0.00%,238 ms
188.114.96.19:4233,0.00%,238 ms
188.114.97.110:939,0.00%,238 ms
188.114.98.40:955,0.00%,238 ms
188.114.97.20:8319,0.00%,238 ms
188.114.99.144:939,0.00%,238 ms
188.114.96.119:3854,0.00%,238 ms
188.114.98.243:5279,0.00%,238 ms
188.114.97.52:1018,0.00%,238 ms
188.114.99.234:890,0.00%,238 ms
188.114.98.200:5279,0.00%,238 ms
188.114.96.243:8319,0.00%,238 ms
188.114.99.73:4177,0.00%,238 ms
188.114.98.146:955,0.00%,238 ms
188.114.98.72:955,0.00%,238 ms
188.114.98.59:4500,0.00%,238 ms
188.114.96.1:4233,0.00%,238 ms
188.114.96.30:4233,0.00%,238 ms
188.114.98.55:4500,0.00%,239 ms
188.114.96.118:1070,0.00%,239 ms
188.114.96.196:1070,0.00%,239 ms
188.114.97.168:1002,0.00%,239 ms
188.114.96.38:1701,0.00%,239 ms
188.114.96.39:4233,0.00%,239 ms
188.114.96.24:1701,0.00%,239 ms
188.114.97.182:1002,0.00%,239 ms
188.114.99.25:4177,0.00%,239 ms
188.114.99.97:939,0.00%,239 ms
188.114.98.201:5279,0.00%,239 ms
188.114.96.140:1070,0.00%,239 ms
188.114.96.114:1070,0.00%,239 ms
188.114.97.126:939,0.00%,239 ms
188.114.98.52:4500,0.00%,239 ms
188.114.97.248:955,0.00%,239 ms
188.114.96.110:1070,0.00%,239 ms
188.114.97.236:7152,0.00%,239 ms
188.114.99.141:988,0.00%,239 ms
188.114.96.61:500,0.00%,239 ms
188.114.98.17:4500,0.00%,239 ms
188.114.97.241:1002,0.00%,239 ms
188.114.96.249:8886,0.00%,239 ms
188.114.98.131:955,0.00%,239 ms
188.114.98.171:955,0.00%,239 ms
188.114.96.150:1070,0.00%,239 ms
188.114.96.252:8319,0.00%,239 ms
188.114.99.95:988,0.00%,239 ms
188.114.98.62:4500,0.00%,239 ms
188.114.97.119:1018,0.00%,239 ms
188.114.97.239:7152,0.00%,239 ms
188.114.97.225:1002,0.00%,239 ms
188.114.99.28:1843,0.00%,239 ms
188.114.98.94:7281,0.00%,239 ms
188.114.99.158:988,0.00%,239 ms
188.114.97.200:7152,0.00%,239 ms
188.114.96.136:1070,0.00%,239 ms
188.114.96.239:8319,0.00%,239 ms
188.114.96.22:4233,0.00%,239 ms
188.114.97.62:939,0.00%,239 ms
188.114.98.93:955,0.00%,239 ms
188.114.98.200:4198,0.00%,239 ms
188.114.97.100:939,0.00%,239 ms
188.114.96.234:8886,0.00%,239 ms
188.114.99.88:4177,0.00%,239 ms
188.114.99.153:939,0.00%,239 ms
188.114.98.65:955,0.00%,239 ms
188.114.96.238:8319,0.00%,239 ms
188.114.99.147:988,0.00%,239 ms
188.114.99.68:4177,0.00%,240 ms
188.114.98.125:7281,0.00%,240 ms
188.114.98.79:4500,0.00%,240 ms
188.114.99.183:939,0.00%,240 ms
188.114.96.247:8319,0.00%,240 ms
188.114.98.239:5279,0.00%,240 ms
188.114.97.31:8319,0.00%,240 ms
188.114.96.184:1070,0.00%,240 ms
188.114.96.68:500,0.00%,240 ms
188.114.98.78:955,0.00%,240 ms
188.114.98.214:5279,0.00%,240 ms
188.114.96.89:8854,0.00%,240 ms
188.114.98.131:7281,0.00%,240 ms
188.114.99.185:988,0.00%,240 ms
188.114.98.241:4198,0.00%,240 ms
188.114.99.129:988,0.00%,240 ms
188.114.96.78:8854,0.00%,240 ms
188.114.97.86:939,0.00%,240 ms
188.114.97.140:7152,0.00%,240 ms
188.114.98.224:4198,0.00%,240 ms
188.114.97.77:1018,0.00%,240 ms
188.114.98.234:4198,0.00%,240 ms
188.114.97.130:1018,0.00%,240 ms
188.114.97.92:1018,0.00%,240 ms
188.114.98.71:955,0.00%,240 ms
188.114.98.79:955,0.00%,240 ms
188.114.97.103:939,0.00%,240 ms
188.114.98.113:955,0.00%,240 ms
188.114.96.103:8854,0.00%,240 ms
188.114.99.190:890,0.00%,240 ms
188.114.96.215:8886,0.00%,240 ms
188.114.96.9:1701,0.00%,240 ms
188.114.96.241:8319,0.00%,240 ms
188.114.96.120:3854,0.00%,240 ms
188.114.97.74:1018,0.00%,240 ms
188.114.97.249:4500,0.00%,240 ms
188.114.97.174:7152,0.00%,240 ms
188.114.98.192:5279,0.00%,240 ms
188.114.99.58:1843,0.00%,240 ms
188.114.97.75:1018,0.00%,240 ms
188.114.96.173:3854,0.00%,240 ms
188.114.96.8:1701,0.00%,240 ms
188.114.98.13:4500,0.00%,240 ms
188.114.96.127:1070,0.00%,240 ms
188.114.96.76:500,0.00%,240 ms
188.114.98.145:7281,0.00%,240 ms
188.114.96.80:8854,0.00%,240 ms
188.114.98.62:955,0.00%,240 ms
188.114.96.236:8886,0.00%,240 ms
188.114.99.93:4177,0.00%,240 ms
188.114.98.10:4500,0.00%,240 ms
188.114.96.74:500,0.00%,240 ms
188.114.98.8:955,0.00%,240 ms
188.114.99.6:5279,0.00%,240 ms
188.114.97.242:1002,0.00%,240 ms
188.114.96.154:1070,0.00%,240 ms
188.114.99.253:890,0.00%,241 ms
188.114.97.145:7152,0.00%,241 ms
188.114.96.17:4233,0.00%,241 ms
188.114.99.65:4177,0.00%,241 ms
188.114.99.200:878,0.00%,241 ms
188.114.97.240:7152,0.00%,241 ms
188.114.97.41:8319,0.00%,241 ms
188.114.97.223:1002,0.00%,241 ms
188.114.96.53:8854,0.00%,241 ms
188.114.98.16:955,0.00%,241 ms
162.159.192.128:1843,0.00%,241 ms
188.114.99.201:890,0.00%,241 ms
188.114.98.122:7281,0.00%,241 ms
188.114.97.231:7152,0.00%,241 ms
188.114.96.120:1070,0.00%,241 ms
188.114.96.128:1070,0.00%,241 ms
188.114.97.40:8319,0.00%,241 ms
188.114.98.211:4198,0.00%,241 ms
188.114.96.165:3854,0.00%,241 ms
188.114.98.171:7281,0.00%,241 ms
188.114.97.164:7152,0.00%,241 ms
188.114.96.67:8854,0.00%,241 ms
188.114.98.1:955,0.00%,241 ms
188.114.98.193:4198,0.00%,241 ms
188.114.96.161:1070,0.00%,241 ms
188.114.96.254:8319,0.00%,241 ms
188.114.96.117:1070,0.00%,241 ms
188.114.98.116:7281,0.00%,241 ms
188.114.98.20:4500,0.00%,241 ms
188.114.98.210:4198,0.00%,241 ms
188.114.97.199:7152,0.00%,241 ms
188.114.97.226:1002,0.00%,241 ms
188.114.97.108:939,0.00%,241 ms
188.114.99.180:988,0.00%,241 ms
188.114.99.82:4177,0.00%,242 ms
188.114.97.78:1018,0.00%,242 ms
188.114.98.92:955,0.00%,242 ms
188.114.96.166:1070,0.00%,242 ms
188.114.96.250:8319,0.00%,242 ms
188.114.99.225:878,0.00%,242 ms
188.114.97.50:939,0.00%,242 ms
188.114.99.1:5279,0.00%,242 ms
188.114.98.194:5279,0.00%,242 ms
188.114.98.213:5279,0.00%,242 ms
188.114.97.180:7152,0.00%,242 ms
188.114.99.24:4177,0.00%,242 ms
188.114.99.94:939,0.00%,242 ms
188.114.99.247:878,0.00%,242 ms
188.114.96.70:500,0.00%,242 ms
188.114.96.159:3854,0.00%,242 ms
188.114.96.163:1070,0.00%,242 ms
188.114.98.188:4198,0.00%,242 ms
188.114.97.208:7152,0.00%,242 ms
188.114.96.102:500,0.00%,242 ms
188.114.97.99:939,0.00%,242 ms
188.114.96.208:8319,0.00%,242 ms
188.114.96.192:1070,0.00%,242 ms
188.114.96.31:1701,0.00%,242 ms
188.114.99.246:890,0.00%,242 ms
188.114.99.217:890,0.00%,242 ms
188.114.97.23:8886,0.00%,242 ms
188.114.96.201:1070,0.00%,242 ms
188.114.98.254:5279,0.00%,242 ms
188.114.97.125:939,0.00%,242 ms
188.114.99.82:1843,0.00%,242 ms
188.114.96.37:1701,0.00%,242 ms
188.114.97.170:1002,0.00%,242 ms
188.114.98.112:7281,0.00%,242 ms
188.114.98.25:955,0.00%,242 ms
188.114.99.122:939,0.00%,242 ms
188.114.98.232:4198,0.00%,242 ms
188.114.99.227:878,0.00%,242 ms
188.114.96.25:4233,0.00%,243 ms
188.114.98.191:5279,0.00%,243 ms
188.114.98.156:7281,0.00%,243 ms
188.114.97.187:1002,0.00%,243 ms
188.114.97.241:7152,0.00%,243 ms
188.114.99.143:939,0.00%,243 ms
188.114.97.144:7152,0.00%,243 ms
188.114.97.64:939,0.00%,243 ms
188.114.98.10:955,0.00%,243 ms
188.114.96.113:1070,0.00%,243 ms
188.114.99.181:939,0.00%,243 ms
188.114.99.218:890,0.00%,243 ms
188.114.97.215:1002,0.00%,243 ms
188.114.96.187:1070,0.00%,243 ms
188.114.96.95:500,0.00%,243 ms
188.114.99.4:4198,0.00%,243 ms
188.114.99.195:890,0.00%,243 ms
188.114.96.194:1070,0.00%,243 ms
188.114.98.219:4198,0.00%,243 ms
188.114.96.55:8854,0.00%,243 ms
188.114.97.83:939,0.00%,243 ms
188.114.99.95:939,0.00%,243 ms
188.114.96.116:1070,0.00%,243 ms
188.114.99.25:1843,0.00%,243 ms
188.114.97.23:8319,0.00%,243 ms
188.114.98.99:7281,0.00%,243 ms
188.114.97.65:1018,0.00%,243 ms
188.114.96.237:8886,0.00%,243 ms
188.114.99.70:4177,0.00%,243 ms
188.114.96.159:1070,0.00%,243 ms
188.114.99.149:988,0.00%,243 ms
188.114.98.174:7281,0.00%,243 ms
188.114.96.4:4233,0.00%,243 ms
188.114.99.67:4177,0.00%,243 ms
188.114.96.96:500,0.00%,243 ms
188.114.96.54:500,0.00%,243 ms
188.114.98.66:4500,0.00%,243 ms
188.114.96.8:4233,0.00%,243 ms
188.114.99.20:1843,0.00%,244 ms
188.114.97.38:8886,0.00%,244 ms
188.114.96.250:8886,0.00%,244 ms
188.114.99.193:890,0.00%,244 ms
188.114.98.126:7281,0.00%,244 ms
188.114.96.154:3854,0.00%,244 ms
188.114.97.193:1002,0.00%,244 ms
188.114.98.61:4500,0.00%,244 ms
188.114.98.172:7281,0.00%,244 ms
188.114.98.253:4198,0.00%,244 ms
188.114.99.181:988,0.00%,244 ms
188.114.99.151:939,0.00%,244 ms
188.114.97.238:1002,0.00%,244 ms
188.114.99.138:939,0.00%,244 ms
188.114.96.243:8886,0.00%,244 ms
188.114.96.142:1070,0.00%,244 ms
188.114.99.187:988,0.00%,244 ms
188.114.96.30:1701,0.00%,244 ms
188.114.99.223:890,0.00%,244 ms
188.114.99.145:939,0.00%,244 ms
188.114.97.146:1002,0.00%,244 ms
188.114.99.244:890,0.00%,244 ms
188.114.97.149:1002,0.00%,244 ms
188.114.98.1:4500,0.00%,244 ms
188.114.96.168:1070,0.00%,244 ms
188.114.97.104:939,0.00%,244 ms
188.114.99.2:5279,0.00%,244 ms
188.114.97.55:1018,0.00%,244 ms
188.114.97.143:7152,0.00%,244 ms
188.114.96.238:8886,0.00%,244 ms
188.114.97.159:7152,0.00%,244 ms
188.114.96.59:500,0.00%,244 ms
188.114.97.182:7152,0.00%,244 ms
188.114.96.78:500,0.00%,244 ms
188.114.99.144:988,0.00%,245 ms
188.114.96.133:3854,0.00%,245 ms
188.114.96.210:8886,0.00%,245 ms
188.114.97.95:939,0.00%,245 ms
188.114.99.85:4177,0.00%,245 ms
188.114.96.10:4233,0.00%,245 ms
188.114.98.189:4198,0.00%,245 ms
188.114.97.73:1018,0.00%,245 ms
188.114.98.123:955,0.00%,245 ms
188.114.98.252:4198,0.00%,245 ms
188.114.96.3:4233,0.00%,245 ms
